,Gene,adipose tissue,adrenal gland,amygdala,appendix,basal ganglia,bone marrow,breast,cerebellum,cerebral cortex,cervix,choroid plexus,colon,duodenum,endometrium,epididymis,esophagus,fallopian tube,gallbladder,heart muscle,hippocampal formation,hypothalamus,kidney,liver,lung,lymph node,midbrain,ovary,pancreas,parathyroid gland,pituitary gland,placenta,prostate,rectum,retina,salivary gland,seminal vesicle,skeletal muscle,skin,small intestine,smooth muscle,spinal cord,spleen,stomach,testis,thymus,thyroid gland,tongue,tonsil,urinary bladder,vagina,Adrenocortical cancer,Bile duct cancer,Bladder cancer,Bone cancer,Brain cancer,Esophageal cancer,Gallbladder cancer,Gastric cancer,Kidney cancer,Leukemia,Myeloma,Neuroblastoma,Non-cancerous,Rhabdoid,Sarcoma,Uncategorized,Uterine cancer,breast cancer,cervical cancer,colorectal cancer,head and neck cancer,liver cancer,lung cancer,lymphoma,ovarian cancer,pancreatic cancer,prostate cancer,skin cancer,testis cancer,thyroid cancer
13264,ENSG00000173627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.1,0.2,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13303,ENSG00000173868,2.4,1.3,1.1,3.3,1.2,18.7,0.5,0.8,3.8,0.4,0.7,0.7,2.8,0.7,0.2,0.9,1.3,2.1,1.7,1.9,1.3,1.3,1.0,2.3,1.5,2.5,0.2,1.2,0.2,0.6,6.2,0.8,0.0,0.7,1.2,0.3,3.3,1.3,2.9,0.4,1.3,13.8,0.9,100.1,0.3,0.7,3.1,0.2,0.9,0.4,0.0,0.1,0.7,39.9,0.6,0.4,0.1,1.4,3.2,3.4,0.3,0.1,0.3,2.3,0.9,0.2,1.7,0.9,0.5,1.1,0.3,0.9,0.6,2.5,1.9,0.4,0.4,0.5,5.0,0.9
13376,ENSG00000174358,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,5.0,135.9,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,85.6,0.9,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.7,5.4,0.0,0.0,0.0,0.0,0.0,138.5,0.3,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.7,0.0,6.1,0.0,0.3,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.7,0.0,7.2,0.1,0.0,0.1,0.0,0.2,0.0,1.2,0.0
13400,ENSG00000174502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,1.3,0.2,0.0,0.0,0.1,0.0,7.5,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,70.4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,33.1,0.0,0.0,0.4,0.2,5.1,0.0,0.5,0.0,3.5,0.1,0.0,0.1,0.7,2.1,1.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.9,1.0,0.0,0.2,3.6,0.0,0.0,0.0,0.0
13417,ENSG00000174607,0.4,0.4,26.9,4.3,32.2,0.7,4.3,4.2,66.6,6.7,3.4,25.7,28.5,3.5,0.2,1.3,4.1,10.5,0.2,53.5,28.4,29.7,0.1,0.9,4.7,67.0,0.2,8.2,0.1,0.2,0.1,0.4,26.7,1.3,6.9,0.6,0.1,1.9,25.8,1.4,227.2,1.4,16.0,4.5,0.6,13.0,0.4,4.7,0.5,0.6,0.3,24.7,9.4,7.7,9.6,19.1,28.2,22.5,16.3,2.4,7.2,6.0,2.7,3.3,7.2,1.5,10.8,10.6,6.8,42.9,6.7,2.1,16.3,8.0,12.5,19.9,13.2,18.8,0.6,9.6
13420,ENSG00000174640,29.4,41.1,1.5,16.3,0.7,0.0,17.5,0.4,2.3,29.9,17.1,23.9,10.0,44.7,6.0,18.2,27.4,18.1,25.5,1.8,1.2,51.3,2.3,119.9,9.0,1.1,5.0,20.2,27.7,15.3,22.6,35.4,17.5,0.0,20.2,81.9,2.0,13.0,28.5,32.3,1.6,23.6,22.9,1.3,8.2,86.6,3.2,9.3,20.5,19.6,3.6,0.6,7.0,0.6,4.7,3.4,0.0,2.3,3.4,0.1,1.2,0.5,1.6,0.0,0.1,1.0,2.7,3.3,1.1,1.1,5.1,3.5,5.4,0.6,3.3,2.3,5.1,0.2,3.4,14.2
13456,ENSG00000174876,0.0,0.0,0.0,0.0,0.0,1.0,1.4,0.0,0.0,104.2,0.0,0.0,0.0,0.0,0.0,0.2,28.2,0.0,0.5,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.2,31.5,0.0,0.0,0.3,0.0,0.0,0.0,10157.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.6,1.5,1.2,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.9,0.0,0.2,0.0,0.0,0.0
13475,ENSG00000174951,3.6,1.6,0.9,0.6,0.4,2.8,3.0,5.0,2.5,1.1,0.5,0.6,1.8,0.9,0.8,2.7,1.9,0.9,3.7,0.6,0.8,4.0,1.0,10.3,0.7,0.8,1.2,26.7,3.2,2.7,4.1,1.3,0.5,0.2,1.4,1.0,1.6,1.6,0.6,0.8,0.5,5.2,13.2,1.6,0.6,1.8,2.7,1.4,1.3,1.4,0.2,5.1,4.2,0.5,0.7,5.7,5.3,8.8,0.6,3.4,3.9,0.6,1.6,0.9,1.0,0.7,3.4,3.8,4.2,6.4,5.5,0.9,3.3,0.6,2.4,4.8,3.5,0.7,0.4,1.3
13485,ENSG00000175003,0.3,0.2,0.1,0.1,0.1,0.4,0.3,0.1,0.1,0.3,0.0,0.2,0.0,0.3,0.1,0.2,0.3,0.7,0.1,0.1,0.1,0.9,594.8,0.4,0.2,0.1,0.4,0.4,0.0,0.3,0.0,0.4,0.1,0.1,0.3,0.1,0.9,0.4,0.3,0.0,0.0,1.5,0.3,0.2,0.1,0.7,0.1,0.0,0.1,0.3,0.0,0.5,0.3,0.2,0.3,0.5,0.1,0.3,0.4,0.1,0.3,0.0,0.2,0.2,0.5,0.1,0.5,0.3,0.4,0.3,0.6,0.4,0.3,0.6,0.2,0.2,0.4,0.4,0.3,0.2
13511,ENSG00000175164,1.1,3.2,0.0,5.0,0.0,1.6,1.3,0.1,0.6,0.6,1.5,6.9,3.0,1.3,1.3,6.0,9.3,3.3,0.5,0.1,0.1,3.7,0.6,3.3,0.4,0.1,9.9,3.4,3.5,0.5,0.4,1.3,0.8,1.4,1.3,1.9,1.7,1.1,12.9,0.7,0.0,0.5,6.0,2.6,0.1,5.1,0.4,0.5,1.4,2.3,0.5,11.2,7.9,0.5,0.4,11.5,91.2,13.3,4.3,3.1,0.8,0.6,0.5,0.4,0.7,0.3,0.8,1.7,12.8,12.8,11.1,0.4,2.8,0.6,2.2,9.8,0.7,0.7,0.0,0.5
13563,ENSG00000175445,904.9,15.4,9.5,8.9,60.5,0.9,247.2,15.8,31.3,2.6,11.0,11.6,1.4,3.6,0.5,2.7,2.6,8.3,394.5,12.0,10.7,18.5,0.7,60.2,8.3,10.4,9.1,6.1,175.2,4.0,14.2,3.7,5.6,10.8,23.7,62.5,83.4,8.0,12.9,3.9,9.8,1.5,8.1,1.0,4.1,10.3,122.3,2.7,5.9,4.5,0.1,0.0,1.8,11.1,3.8,1.7,0.0,0.7,0.0,5.2,2.5,5.2,0.1,0.1,0.5,34.6,1.6,7.2,15.6,0.5,0.4,0.3,5.6,1.0,2.6,0.3,10.4,11.9,12.4,1.5
13593,ENSG00000175592,54.6,10.9,3.5,7.5,2.0,26.4,10.1,1.1,3.1,5.8,5.6,7.2,1.0,3.4,0.1,47.5,8.2,28.6,11.5,2.6,3.7,12.2,5.5,16.1,0.3,2.9,1.6,12.5,0.5,4.7,2.6,6.2,1.9,0.6,10.7,0.8,4.0,24.4,5.3,4.5,2.5,1.6,20.3,0.9,2.6,5.1,0.3,2.0,81.0,13.4,437.4,235.4,225.0,103.6,229.0,115.9,161.0,155.2,163.2,11.5,2.4,22.9,173.8,38.9,260.9,120.9,94.1,84.6,96.8,110.1,172.5,145.9,149.9,5.8,169.8,291.1,143.6,224.4,11.9,226.2
13622,ENSG00000175806,16.4,19.7,17.9,1.0,15.6,13.3,15.6,38.2,22.4,8.8,2.9,13.5,1.1,10.4,0.1,11.3,7.2,0.4,28.1,21.3,14.5,83.6,62.4,11.9,0.6,17.3,6.2,14.1,0.7,9.0,0.8,8.9,0.6,0.6,10.2,0.9,13.9,9.2,19.6,0.8,18.0,18.2,13.8,14.8,1.4,9.3,1.2,0.6,11.2,7.9,1.3,1.9,1.5,2.8,3.2,1.4,1.1,1.6,1.3,2.9,1.1,1.1,2.0,2.4,1.7,1.6,1.9,0.9,1.3,1.1,1.0,1.2,1.5,1.0,1.6,2.4,0.8,1.8,0.4,1.5
13706,ENSG00000176340,311.6,430.0,549.8,130.3,528.8,288.0,277.5,390.9,523.5,251.1,772.5,501.2,327.9,228.2,118.6,595.3,238.8,75.7,1246.5,417.7,421.1,749.9,438.7,257.4,117.0,562.1,240.1,267.7,352.5,363.9,102.0,306.3,241.8,144.9,351.4,216.1,1472.8,350.8,370.9,127.4,315.2,270.4,453.9,94.0,200.9,332.6,965.5,170.6,297.1,320.9,693.3,1261.1,831.2,707.5,696.6,757.0,536.2,771.1,697.0,730.3,798.8,625.3,570.6,730.7,744.6,452.3,692.6,928.2,760.9,852.7,886.6,732.6,751.4,808.6,766.7,841.9,1165.3,845.4,197.9,746.4
13712,ENSG00000176387,2.0,5.2,0.5,13.0,8.5,0.1,13.6,5.9,1.5,15.1,0.2,243.0,38.9,11.4,3.9,10.6,10.1,6.6,1.8,0.6,0.7,326.2,5.4,3.1,1.0,0.4,9.0,7.2,3.5,0.5,12.6,12.5,98.9,0.0,252.7,6.0,0.9,64.0,138.0,17.6,0.5,6.9,9.6,2.5,0.3,10.8,0.2,0.9,5.2,22.9,0.2,5.1,1.7,1.2,0.2,5.5,2.6,10.2,0.5,0.3,1.1,1.1,0.4,1.3,0.3,1.3,2.3,4.7,5.5,16.0,3.9,4.3,3.7,0.3,2.4,3.7,15.6,0.2,1.2,0.8
13728,ENSG00000176463,11.4,6.0,13.8,6.6,15.5,9.5,8.3,8.0,11.2,8.1,20.1,3.9,1.8,5.1,3.2,10.3,6.7,6.1,25.5,22.7,12.8,10.3,2.8,13.4,6.2,20.2,4.8,2.9,15.2,6.5,1.0,4.1,3.3,1.5,4.6,6.0,5.6,15.2,4.0,4.8,39.7,10.9,4.5,17.4,2.5,10.3,9.3,6.0,8.3,10.4,4.9,11.2,10.5,6.1,6.9,15.1,15.8,7.8,6.0,5.9,13.4,7.3,7.0,0.0,2.5,4.8,7.0,8.0,15.3,5.2,16.7,2.7,10.2,8.6,9.3,16.0,1.3,7.6,1.9,9.0
13748,ENSG00000176597,11.5,2.3,2.1,13.4,2.1,75.7,5.3,0.8,2.9,5.8,1.9,21.9,37.1,4.9,8.9,36.3,9.2,20.6,3.4,2.4,2.7,3.6,3.2,14.5,1.1,2.8,4.7,7.2,3.4,5.6,13.4,7.6,19.0,1.1,9.8,3.2,7.2,10.0,40.8,6.5,4.3,1.6,11.0,7.1,7.4,5.1,4.3,5.1,23.3,13.3,10.4,17.9,17.0,9.2,10.1,37.2,26.9,17.3,12.7,11.9,0.1,9.6,12.0,4.7,8.4,14.4,6.6,10.7,8.0,18.1,35.3,7.0,23.0,0.5,12.7,22.4,18.0,8.7,9.7,11.3
13799,ENSG00000176920,0.2,0.6,0.8,6.0,0.9,0.2,1.6,3.1,0.8,15.4,0.2,22.7,43.2,1.1,0.0,25.2,2.5,13.0,0.5,0.8,0.7,1.0,0.3,0.9,0.5,0.7,1.1,5.0,0.1,2.0,0.1,1.4,19.1,0.8,64.3,2.8,0.7,4.6,21.2,0.8,0.6,0.6,28.1,0.7,0.6,0.6,0.0,6.4,6.0,9.4,0.1,13.9,1.5,0.6,0.9,6.4,11.2,18.6,0.7,1.1,0.7,1.4,0.7,1.2,0.9,0.3,1.6,3.1,1.2,20.9,5.6,1.3,3.3,0.5,3.9,9.6,1.4,0.7,0.3,1.4
13803,ENSG00000176928,0.9,0.8,0.6,2.8,1.2,0.7,1.3,0.1,2.6,1.3,0.1,1.3,23.4,1.1,1.9,2.2,2.0,5.1,0.4,0.5,0.3,3.9,1.1,1.6,4.3,0.2,1.2,4.5,9.3,0.2,6.1,1.6,1.2,0.1,0.5,4.6,1.0,2.0,19.6,2.2,0.2,1.6,18.1,1.5,15.0,0.5,1.4,2.9,4.0,1.8,0.6,0.7,3.7,2.7,0.5,1.0,0.4,2.7,1.2,0.7,0.5,0.1,2.7,8.7,0.2,0.9,1.5,0.4,0.3,0.9,1.5,3.3,0.8,0.2,1.0,1.2,0.1,0.2,6.5,0.9
14048,ENSG00000178445,0.3,0.3,11.9,1.3,8.6,0.5,0.7,3.3,14.4,0.4,5.8,1.0,0.8,0.4,5.1,3.1,0.7,0.8,0.1,7.2,7.4,37.2,169.3,1.0,1.6,5.8,0.1,0.1,0.0,4.8,14.7,0.4,0.4,1.5,1.0,0.9,1.3,4.4,0.7,0.0,2.7,1.1,1.0,3.4,0.0,4.9,0.1,1.2,1.0,0.1,1.2,2.6,6.1,5.3,2.7,2.1,2.7,8.8,12.9,9.0,39.3,7.4,2.7,18.9,4.9,27.5,17.9,7.3,24.6,5.1,1.6,19.2,5.5,15.6,15.7,1.3,3.7,5.9,12.8,2.1
14085,ENSG00000178741,170.0,171.2,248.5,101.9,240.1,146.4,145.9,179.7,303.3,106.4,309.6,438.4,316.7,94.9,107.8,284.8,86.5,65.4,1693.4,219.2,215.1,363.2,340.9,129.0,122.4,277.5,68.8,251.8,371.0,137.3,84.8,114.8,384.5,188.1,205.0,95.7,1554.6,163.8,261.8,91.4,194.2,147.2,298.2,211.7,146.6,137.3,1665.9,192.0,135.9,141.8,253.1,502.2,376.7,336.8,300.9,399.9,399.7,528.1,273.2,504.6,524.4,310.6,253.3,367.5,323.2,324.6,302.9,401.4,513.9,525.3,336.0,365.0,376.9,663.4,399.5,396.4,379.5,492.5,375.4,311.2
14099,ENSG00000178814,8.9,14.3,5.6,1.9,5.5,2.6,8.3,9.4,5.2,6.2,3.0,14.6,13.4,4.6,0.6,15.2,4.1,2.4,34.0,5.0,3.8,15.4,33.5,6.2,0.8,6.4,5.5,9.7,6.5,3.1,1.2,8.6,2.1,0.2,10.9,5.5,33.0,12.9,11.9,1.1,6.4,8.9,19.2,64.7,0.3,5.7,14.8,0.5,4.7,9.2,7.5,10.3,6.7,12.3,2.3,9.7,3.0,15.7,7.0,5.4,3.4,1.0,4.4,11.9,3.2,4.0,8.6,10.5,7.3,13.6,12.7,11.4,6.7,3.4,6.8,9.2,17.8,2.5,0.4,2.5
14159,ENSG00000179142,0.0,173.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14161,ENSG00000179148,0.0,0.0,0.3,0.0,0.5,0.0,1.6,2.4,1.0,0.6,0.0,0.0,0.0,0.0,0.1,0.6,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.4,0.2,0.1,0.1,0.0,0.1,0.3,0.0,0.1,54.5,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0,1.1,0.0,1.8,0.0,1.1,1.0,0.2,0.2,1.1,0.9,0.6,0.3,0.0,0.1,0.1,0.8,0.4,0.2,0.1,1.2,1.0,1.8,0.9,2.0,0.3,0.7,0.0,0.3,1.1,2.0,0.2,0.0,0.1
14208,ENSG00000179477,0.0,0.0,0.5,0.1,0.6,0.1,2.0,0.3,0.8,5.6,0.0,0.1,0.3,0.0,0.0,5.4,0.2,0.0,0.0,0.3,0.4,0.2,0.0,0.0,0.5,0.2,0.0,0.2,1.2,0.1,0.0,0.4,0.1,0.6,0.8,0.0,0.4,87.3,0.2,0.0,0.1,0.2,0.2,0.2,0.6,0.0,0.0,18.6,0.0,14.5,0.1,0.5,0.4,0.3,0.1,1.8,0.8,0.8,0.1,0.6,0.6,0.4,0.1,0.6,0.1,0.0,0.3,0.3,3.2,0.9,1.8,0.1,0.5,0.9,0.3,0.7,1.5,0.0,0.0,0.0
14209,ENSG00000179520,0.0,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.7,0.0,0.0,0.4,0.6,0.1,0.0,0.0,0.3,0.0,0.0,0.7,0.9,0.0,0.4,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.3,0.0,0.3,1.2,0.0,0.0,0.0,0.0,5.0,0.0,0.1,0.0,0.0,0.1,1.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.0
14220,ENSG00000179593,2.1,1.7,0.2,1.2,0.2,0.4,109.0,0.0,0.7,11.6,1.4,2.2,0.1,1.1,0.9,38.0,1.6,0.6,0.7,0.5,0.4,0.5,0.4,23.8,2.9,0.5,0.7,1.3,0.2,0.4,1.2,70.6,0.3,0.3,3.6,0.1,0.3,35.7,3.6,0.1,1.5,3.7,4.3,0.5,0.7,1.8,0.1,7.4,1.7,32.4,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.3,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.2,0.0,26.1,0.7,0.2,2.5,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0
14240,ENSG00000179761,0.4,0.6,8.1,0.5,10.7,0.2,0.3,5.4,9.3,0.6,3.2,3.5,13.2,1.5,23.7,1.7,8.5,3.3,0.4,6.7,9.1,140.6,491.1,1.1,0.9,14.9,0.8,0.8,1.6,0.8,4.1,2.0,1.0,4.3,0.4,3.3,0.3,0.6,4.2,2.0,3.8,0.9,0.8,0.3,0.4,0.2,0.0,0.4,1.3,0.4,0.0,1.8,0.3,0.9,12.2,2.9,0.2,2.2,0.8,0.8,1.3,1.5,0.1,0.3,11.1,7.7,1.6,0.3,0.7,0.7,0.7,7.4,2.4,0.5,2.0,0.4,1.2,1.0,5.4,2.3
14263,ENSG00000179913,0.3,0.0,0.0,5.5,0.0,0.1,3.3,0.0,0.1,4.3,0.0,42.6,31.6,0.4,0.0,21.1,0.9,23.0,0.0,0.0,0.0,3.7,2.3,0.5,0.4,0.0,0.2,3.8,0.4,0.0,12.1,2.1,39.2,0.0,30.4,3.1,0.0,2.6,28.7,1.6,0.0,0.1,42.0,0.1,0.2,0.2,0.0,4.6,17.8,7.8,0.2,28.7,21.6,0.5,1.1,22.0,54.5,33.1,2.6,0.3,0.5,0.1,1.9,0.0,0.3,3.5,14.4,14.1,8.7,43.0,26.1,7.0,16.2,0.1,16.6,64.9,3.4,0.9,0.0,3.5
14302,ENSG00000180176,3.2,190.6,0.7,0.1,7.0,0.0,0.0,0.0,1.0,0.6,0.1,0.1,0.0,0.5,0.0,0.7,0.2,0.4,0.1,1.9,54.2,0.4,0.4,0.0,0.0,130.3,0.6,0.2,0.0,1.6,0.1,0.3,0.0,0.1,0.1,0.0,0.0,0.7,0.5,0.0,0.3,0.2,0.2,0.5,0.0,0.0,0.0,0.0,1.4,1.5,0.0,0.2,0.3,0.1,28.9,0.4,0.6,1.4,0.0,0.0,0.0,62.3,0.0,2.7,0.0,0.1,0.2,4.2,0.5,2.2,1.2,0.1,0.5,0.0,0.3,4.9,3.4,0.0,0.0,0.9
14309,ENSG00000180210,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.9,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,1180.6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,6.4,1.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.9,0.1,0.0,1.1,0.1,64.3,1.0,0.0,0.8,0.0,0.1,0.0,0.0,0.2
14341,ENSG00000180432,0.3,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.9,0.2,0.1,0.5,0.1,0.0,0.0,13.9,392.2,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.1,0.1,0.1,0.1,0.4,0.1,0.0,0.0,0.2,0.0,0.1,0.0,0.3,0.0,0.0,0.1,0.1,0.0,0.1,0.4,0.0,0.0,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.0,0.1,0.1,0.2,0.4,0.3,0.0,0.1,0.1,0.2,0.1,0.0,0.3,0.1,0.0,0.0,0.1,0.0
14568,ENSG00000182050,0.3,1.0,2.7,0.0,4.4,0.0,0.0,0.7,3.5,0.2,0.0,0.4,0.0,0.0,4.5,0.0,0.1,0.1,1.6,1.7,2.3,0.1,0.1,0.1,0.0,2.0,0.0,0.1,0.0,3.1,0.0,0.1,0.0,0.4,0.0,0.8,0.0,0.0,0.1,0.1,0.8,0.0,0.1,4.6,0.0,5.8,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.4,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.3,0.0,0.0,0.1,0.4,0.2,0.0,0.0,0.0,0.0,0.1,0.4,0.1,0.1,0.0,0.0,0.2,2.7,0.7
14682,ENSG00000182601,0.0,0.0,7.9,0.0,10.5,0.0,2.1,8.5,17.6,0.2,0.4,0.0,0.0,0.0,0.3,0.4,0.0,0.0,0.0,12.6,10.2,0.0,0.0,0.0,0.0,5.7,0.0,0.0,3.5,0.3,0.0,0.7,0.0,1.9,0.1,0.0,0.0,0.5,0.0,0.0,2.7,1.6,1.6,0.5,0.2,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0,24.1,0.1,0.0,0.0,0.0,0.0,0.4,0.2,0.8,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.5,0.0,0.3,0.0
14766,ENSG00000183032,0.9,1.2,0.2,0.3,0.3,6.2,0.5,0.0,0.8,0.5,0.2,0.5,0.7,1.2,0.2,1.2,0.7,0.6,1.2,0.1,0.3,1.6,0.4,0.5,0.1,0.3,1.5,2.7,0.9,0.2,0.1,1.5,0.3,1.0,1.6,0.4,0.7,0.3,1.1,0.7,0.3,0.5,0.8,3.8,0.3,1.4,0.9,0.1,0.5,0.3,0.2,1.0,2.4,4.9,1.1,5.4,5.1,1.7,1.0,4.3,3.1,0.1,1.1,4.5,1.8,0.8,1.5,2.0,5.7,1.1,5.0,3.0,3.7,1.0,2.0,1.6,11.7,0.7,0.4,2.5
14770,ENSG00000183044,3.2,26.9,89.1,4.5,127.6,2.1,5.0,65.8,124.2,3.7,48.7,7.3,42.4,3.7,9.4,7.5,6.0,4.3,13.6,69.4,109.0,128.6,335.3,4.4,4.8,91.0,9.2,134.0,7.9,54.3,3.3,21.0,7.6,28.7,6.3,3.4,1.6,2.6,19.5,2.6,51.6,4.0,7.2,13.0,4.1,28.4,1.4,5.8,9.6,4.0,0.2,1.5,6.3,4.8,2.5,5.5,6.6,3.9,2.3,4.0,2.5,11.6,2.8,7.5,17.7,6.3,4.7,16.2,4.4,8.5,7.2,9.7,6.4,4.8,3.9,2.6,11.2,2.0,5.7,9.2
14849,ENSG00000183463,0.2,0.0,0.0,1.7,0.0,0.0,0.2,0.7,0.0,0.0,0.0,24.5,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.6,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,2.9,0.0,1.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
14927,ENSG00000183778,0.0,0.3,0.2,1.0,2.3,0.0,2.5,0.1,0.3,2.1,0.4,22.5,34.6,0.7,1.2,1.6,1.3,5.2,0.0,0.4,0.8,0.3,0.1,0.1,0.0,0.2,0.3,3.0,0.0,1.7,0.0,0.4,37.6,0.7,4.4,0.0,0.0,0.8,44.2,0.8,0.2,0.0,4.9,0.4,1.0,1.3,0.2,2.1,1.2,2.2,0.0,9.9,3.6,0.7,1.5,1.0,0.0,5.8,11.1,0.0,0.0,2.0,0.6,0.0,1.4,1.3,2.6,1.7,0.2,7.8,0.2,3.3,2.2,0.0,2.9,14.9,0.9,0.6,0.7,1.1
15164,ENSG00000184999,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.2,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.4,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0
15343,ENSG00000185818,42.0,0.7,6.4,0.1,8.0,0.0,1.6,6.4,35.8,0.0,9.1,0.2,0.1,0.3,1.2,0.1,0.9,0.1,0.8,6.4,3.6,5.1,0.0,0.0,0.2,3.9,0.8,2.3,0.9,1.7,0.1,0.9,0.1,3.6,2.2,1.5,5.5,1.0,0.2,0.1,1.9,0.3,0.4,8.7,0.2,0.3,2.4,0.0,0.0,0.0,10.2,2.1,2.2,5.5,2.8,3.7,0.4,5.5,2.7,6.3,0.7,10.4,0.4,14.2,4.1,3.5,9.4,4.9,7.0,3.6,1.7,8.7,6.3,3.3,7.4,2.4,6.2,12.5,0.8,1.7
