,rxns,subsystems
686,MAR05392,"Glycine, serine and threonine metabolism"
687,MAR05393,"Glycine, serine and threonine metabolism"
688,MAR06409,"Glycine, serine and threonine metabolism"
689,MAR07702,"Glycine, serine and threonine metabolism"
690,MAR07703,"Glycine, serine and threonine metabolism"
691,MAR08433,"Glycine, serine and threonine metabolism"
692,MAR08434,"Glycine, serine and threonine metabolism"
693,MAR08435,"Glycine, serine and threonine metabolism"
694,MAR08436,"Glycine, serine and threonine metabolism"
695,MAR08437,"Glycine, serine and threonine metabolism"
696,MAR08439,"Glycine, serine and threonine metabolism"
697,MAR08440,"Glycine, serine and threonine metabolism"
698,MAR08441,"Glycine, serine and threonine metabolism"
699,MAR08442,"Glycine, serine and threonine metabolism"
700,MAR09718,"Glycine, serine and threonine metabolism"
701,MAR09486,"Glycine, serine and threonine metabolism"
702,MAR04426,Histidine metabolism
703,MAR04428,Histidine metabolism
704,MAR04429,Histidine metabolism
705,MAR04430,Histidine metabolism
706,MAR04431,Histidine metabolism
707,MAR04437,Histidine metabolism
708,MAR04658,Histidine metabolism
709,MAR04660,Histidine metabolism
710,MAR04712,Histidine metabolism
711,MAR05336,Histidine metabolism
712,MAR05337,Histidine metabolism
713,MAR05338,Histidine metabolism
714,MAR05339,Histidine metabolism
715,MAR05340,Histidine metabolism
716,MAR08783,Histidine metabolism
717,MAR08784,Histidine metabolism
718,MAR08786,Histidine metabolism
719,MAR04239,Lysine metabolism
720,MAR04241,Lysine metabolism
721,MAR04288,Lysine metabolism
722,MAR04596,Lysine metabolism
723,MAR04597,Lysine metabolism
724,MAR04599,Lysine metabolism
725,MAR04667,Lysine metabolism
726,MAR04668,Lysine metabolism
727,MAR04737,Lysine metabolism
728,MAR04739,Lysine metabolism
729,MAR04740,Lysine metabolism
730,MAR06415,Lysine metabolism
731,MAR06974,Lysine metabolism
732,MAR06975,Lysine metabolism
733,MAR06976,Lysine metabolism
734,MAR06977,Lysine metabolism
735,MAR06978,Lysine metabolism
736,MAR06979,Lysine metabolism
737,MAR06980,Lysine metabolism
738,MAR06981,Lysine metabolism
739,MAR06982,Lysine metabolism
740,MAR06983,Lysine metabolism
741,MAR06984,Lysine metabolism
742,MAR06985,Lysine metabolism
743,MAR08017,Lysine metabolism
744,MAR08018,Lysine metabolism
745,MAR08019,Lysine metabolism
746,MAR08021,Lysine metabolism
747,MAR08025,Lysine metabolism
748,MAR08026,Lysine metabolism
749,MAR08027,Lysine metabolism
750,MAR08029,Lysine metabolism
751,MAR03164,Tryptophan metabolism
752,MAR03166,Tryptophan metabolism
753,MAR03885,Tryptophan metabolism
754,MAR04250,Tryptophan metabolism
755,MAR08091,Tryptophan metabolism
756,MAR08092,Tryptophan metabolism
757,MAR08563,Tryptophan metabolism
758,MAR08564,Tryptophan metabolism
759,MAR08565,Tryptophan metabolism
760,MAR08566,Tryptophan metabolism
761,MAR03935,Tyrosine metabolism
762,MAR04681,Tyrosine metabolism
763,MAR04682,Tyrosine metabolism
764,MAR04683,Tyrosine metabolism
765,MAR04685,Tyrosine metabolism
766,MAR04686,Tyrosine metabolism
767,MAR04687,Tyrosine metabolism
768,MAR04702,Tyrosine metabolism
769,MAR04703,Tyrosine metabolism
770,MAR04704,Tyrosine metabolism
771,MAR06988,Tyrosine metabolism
772,MAR07689,Tyrosine metabolism
773,MAR07701,Tyrosine metabolism
774,MAR08094,Tyrosine metabolism
775,MAR08529,Tyrosine metabolism
776,MAR08530,Tyrosine metabolism
777,MAR08533,Tyrosine metabolism
778,MAR08534,Tyrosine metabolism
779,MAR08535,Tyrosine metabolism
780,MAR08537,Tyrosine metabolism
781,MAR08541,Tyrosine metabolism
782,MAR08542,Tyrosine metabolism
783,MAR08543,Tyrosine metabolism
784,MAR08544,Tyrosine metabolism
785,MAR08630,Tyrosine metabolism
786,MAR08540,Tyrosine metabolism
787,MAR09733,Tyrosine metabolism
788,MAR09734,Tyrosine metabolism
789,MAR03206,"Valine, leucine, and isoleucine metabolism"
790,MAR03208,"Valine, leucine, and isoleucine metabolism"
791,MAR03211,"Valine, leucine, and isoleucine metabolism"
792,MAR03213,"Valine, leucine, and isoleucine metabolism"
793,MAR03215,"Valine, leucine, and isoleucine metabolism"
794,MAR03747,"Valine, leucine, and isoleucine metabolism"
795,MAR03744,"Valine, leucine, and isoleucine metabolism"
796,MAR03757,"Valine, leucine, and isoleucine metabolism"
797,MAR03761,"Valine, leucine, and isoleucine metabolism"
798,MAR03777,"Valine, leucine, and isoleucine metabolism"
799,MAR03778,"Valine, leucine, and isoleucine metabolism"
800,MAR03795,"Valine, leucine, and isoleucine metabolism"
801,MAR04797,"Valine, leucine, and isoleucine metabolism"
802,MAR06417,"Valine, leucine, and isoleucine metabolism"
803,MAR06419,"Valine, leucine, and isoleucine metabolism"
804,MAR06420,"Valine, leucine, and isoleucine metabolism"
805,MAR06421,"Valine, leucine, and isoleucine metabolism"
806,MAR06422,"Valine, leucine, and isoleucine metabolism"
807,MAR06923,"Valine, leucine, and isoleucine metabolism"
808,MAR03765,"Valine, leucine, and isoleucine metabolism"
809,MAR06924,"Valine, leucine, and isoleucine metabolism"
810,MAR06925,"Valine, leucine, and isoleucine metabolism"
811,MAR06926,"Valine, leucine, and isoleucine metabolism"
812,MAR06927,"Valine, leucine, and isoleucine metabolism"
813,MAR08088,"Valine, leucine, and isoleucine metabolism"
814,MAR08787,"Valine, leucine, and isoleucine metabolism"
815,MAR03743,"Phenylalanine, tyrosine and tryptophan biosynthesis"
816,MAR03940,"Phenylalanine, tyrosine and tryptophan biosynthesis"
817,MAR04214,"Phenylalanine, tyrosine and tryptophan biosynthesis"
818,MAR04216,"Phenylalanine, tyrosine and tryptophan biosynthesis"
819,MAR04218,"Phenylalanine, tyrosine and tryptophan biosynthesis"
820,MAR04219,"Phenylalanine, tyrosine and tryptophan biosynthesis"
821,MAR04220,"Phenylalanine, tyrosine and tryptophan biosynthesis"
822,MAR04222,"Phenylalanine, tyrosine and tryptophan biosynthesis"
823,MAR04224,"Phenylalanine, tyrosine and tryptophan biosynthesis"
824,MAR04225,"Phenylalanine, tyrosine and tryptophan biosynthesis"
825,MAR04227,"Phenylalanine, tyrosine and tryptophan biosynthesis"
826,MAR04231,"Phenylalanine, tyrosine and tryptophan biosynthesis"
827,MAR04232,"Phenylalanine, tyrosine and tryptophan biosynthesis"
828,MAR04233,"Phenylalanine, tyrosine and tryptophan biosynthesis"
829,MAR04235,"Phenylalanine, tyrosine and tryptophan biosynthesis"
830,MAR04242,"Phenylalanine, tyrosine and tryptophan biosynthesis"
831,MAR04243,"Phenylalanine, tyrosine and tryptophan biosynthesis"
832,MAR04244,"Phenylalanine, tyrosine and tryptophan biosynthesis"
833,MAR04245,"Phenylalanine, tyrosine and tryptophan biosynthesis"
834,MAR04246,"Phenylalanine, tyrosine and tryptophan biosynthesis"
835,MAR04248,"Phenylalanine, tyrosine and tryptophan biosynthesis"
836,MAR06707,"Phenylalanine, tyrosine and tryptophan biosynthesis"
837,MAR06708,"Phenylalanine, tyrosine and tryptophan biosynthesis"
838,MAR06709,"Phenylalanine, tyrosine and tryptophan biosynthesis"
839,MAR06710,"Phenylalanine, tyrosine and tryptophan biosynthesis"
840,MAR06711,"Phenylalanine, tyrosine and tryptophan biosynthesis"
841,MAR06712,"Phenylalanine, tyrosine and tryptophan biosynthesis"
842,MAR06713,"Phenylalanine, tyrosine and tryptophan biosynthesis"
843,MAR06714,"Phenylalanine, tyrosine and tryptophan biosynthesis"
844,MAR06715,"Phenylalanine, tyrosine and tryptophan biosynthesis"
845,MAR06716,"Phenylalanine, tyrosine and tryptophan biosynthesis"
846,MAR06717,"Phenylalanine, tyrosine and tryptophan biosynthesis"
847,MAR06718,"Phenylalanine, tyrosine and tryptophan biosynthesis"
848,MAR06719,"Phenylalanine, tyrosine and tryptophan biosynthesis"
849,MAR06720,"Phenylalanine, tyrosine and tryptophan biosynthesis"
850,MAR06721,"Phenylalanine, tyrosine and tryptophan biosynthesis"
851,MAR06722,"Phenylalanine, tyrosine and tryptophan biosynthesis"
852,MAR06723,"Phenylalanine, tyrosine and tryptophan biosynthesis"
853,MAR06725,"Phenylalanine, tyrosine and tryptophan biosynthesis"
854,MAR06726,"Phenylalanine, tyrosine and tryptophan biosynthesis"
855,MAR06727,"Phenylalanine, tyrosine and tryptophan biosynthesis"
856,MAR06728,"Phenylalanine, tyrosine and tryptophan biosynthesis"
857,MAR06729,"Phenylalanine, tyrosine and tryptophan biosynthesis"
858,MAR06730,"Phenylalanine, tyrosine and tryptophan biosynthesis"
859,MAR06731,"Phenylalanine, tyrosine and tryptophan biosynthesis"
860,MAR06734,"Phenylalanine, tyrosine and tryptophan biosynthesis"
861,MAR06735,"Phenylalanine, tyrosine and tryptophan biosynthesis"
862,MAR06736,"Phenylalanine, tyrosine and tryptophan biosynthesis"
863,MAR06737,"Phenylalanine, tyrosine and tryptophan biosynthesis"
864,MAR06738,"Phenylalanine, tyrosine and tryptophan biosynthesis"
865,MAR06739,"Phenylalanine, tyrosine and tryptophan biosynthesis"
866,MAR06740,"Phenylalanine, tyrosine and tryptophan biosynthesis"
867,MAR06741,"Phenylalanine, tyrosine and tryptophan biosynthesis"
868,MAR06742,"Phenylalanine, tyrosine and tryptophan biosynthesis"
869,MAR06743,"Phenylalanine, tyrosine and tryptophan biosynthesis"
870,MAR06744,"Phenylalanine, tyrosine and tryptophan biosynthesis"
871,MAR06745,"Phenylalanine, tyrosine and tryptophan biosynthesis"
872,MAR06746,"Phenylalanine, tyrosine and tryptophan biosynthesis"
873,MAR06747,"Phenylalanine, tyrosine and tryptophan biosynthesis"
874,MAR06748,"Phenylalanine, tyrosine and tryptophan biosynthesis"
875,MAR06749,"Phenylalanine, tyrosine and tryptophan biosynthesis"
876,MAR06750,"Phenylalanine, tyrosine and tryptophan biosynthesis"
877,MAR06751,"Phenylalanine, tyrosine and tryptophan biosynthesis"
878,MAR06752,"Phenylalanine, tyrosine and tryptophan biosynthesis"
879,MAR06753,"Phenylalanine, tyrosine and tryptophan biosynthesis"
880,MAR06754,"Phenylalanine, tyrosine and tryptophan biosynthesis"
881,MAR06755,"Phenylalanine, tyrosine and tryptophan biosynthesis"
882,MAR06756,"Phenylalanine, tyrosine and tryptophan biosynthesis"
883,MAR06757,"Phenylalanine, tyrosine and tryptophan biosynthesis"
884,MAR06758,"Phenylalanine, tyrosine and tryptophan biosynthesis"
885,MAR06759,"Phenylalanine, tyrosine and tryptophan biosynthesis"
886,MAR06760,"Phenylalanine, tyrosine and tryptophan biosynthesis"
887,MAR06761,"Phenylalanine, tyrosine and tryptophan biosynthesis"
888,MAR06762,"Phenylalanine, tyrosine and tryptophan biosynthesis"
889,MAR06763,"Phenylalanine, tyrosine and tryptophan biosynthesis"
890,MAR06764,"Phenylalanine, tyrosine and tryptophan biosynthesis"
891,MAR06765,"Phenylalanine, tyrosine and tryptophan biosynthesis"
892,MAR06766,"Phenylalanine, tyrosine and tryptophan biosynthesis"
893,MAR06767,"Phenylalanine, tyrosine and tryptophan biosynthesis"
894,MAR06768,"Phenylalanine, tyrosine and tryptophan biosynthesis"
895,MAR06770,"Phenylalanine, tyrosine and tryptophan biosynthesis"
896,MAR06771,"Phenylalanine, tyrosine and tryptophan biosynthesis"
897,MAR06772,"Phenylalanine, tyrosine and tryptophan biosynthesis"
898,MAR06774,"Phenylalanine, tyrosine and tryptophan biosynthesis"
899,MAR06776,"Phenylalanine, tyrosine and tryptophan biosynthesis"
900,MAR06778,"Phenylalanine, tyrosine and tryptophan biosynthesis"
901,MAR06782,"Phenylalanine, tyrosine and tryptophan biosynthesis"
902,MAR06783,"Phenylalanine, tyrosine and tryptophan biosynthesis"
903,MAR06784,"Phenylalanine, tyrosine and tryptophan biosynthesis"
904,MAR06785,"Phenylalanine, tyrosine and tryptophan biosynthesis"
905,MAR06786,"Phenylalanine, tyrosine and tryptophan biosynthesis"
906,MAR06787,"Phenylalanine, tyrosine and tryptophan biosynthesis"
907,MAR06788,"Phenylalanine, tyrosine and tryptophan biosynthesis"
908,MAR06789,"Phenylalanine, tyrosine and tryptophan biosynthesis"
909,MAR06790,"Phenylalanine, tyrosine and tryptophan biosynthesis"
910,MAR06791,"Phenylalanine, tyrosine and tryptophan biosynthesis"
911,MAR06792,"Phenylalanine, tyrosine and tryptophan biosynthesis"
912,MAR06798,"Phenylalanine, tyrosine and tryptophan biosynthesis"
913,MAR06799,"Phenylalanine, tyrosine and tryptophan biosynthesis"
914,MAR06800,"Phenylalanine, tyrosine and tryptophan biosynthesis"
915,MAR06801,"Phenylalanine, tyrosine and tryptophan biosynthesis"
916,MAR06802,"Phenylalanine, tyrosine and tryptophan biosynthesis"
917,MAR06803,"Phenylalanine, tyrosine and tryptophan biosynthesis"
918,MAR06806,"Phenylalanine, tyrosine and tryptophan biosynthesis"
919,MAR06807,"Phenylalanine, tyrosine and tryptophan biosynthesis"
920,MAR06808,"Phenylalanine, tyrosine and tryptophan biosynthesis"
921,MAR06811,"Phenylalanine, tyrosine and tryptophan biosynthesis"
922,MAR06813,"Phenylalanine, tyrosine and tryptophan biosynthesis"
923,MAR06814,"Phenylalanine, tyrosine and tryptophan biosynthesis"
924,MAR06815,"Phenylalanine, tyrosine and tryptophan biosynthesis"
925,MAR06817,"Phenylalanine, tyrosine and tryptophan biosynthesis"
926,MAR06818,"Phenylalanine, tyrosine and tryptophan biosynthesis"
927,MAR06819,"Phenylalanine, tyrosine and tryptophan biosynthesis"
928,MAR06820,"Phenylalanine, tyrosine and tryptophan biosynthesis"
929,MAR06822,"Phenylalanine, tyrosine and tryptophan biosynthesis"
930,MAR06823,"Phenylalanine, tyrosine and tryptophan biosynthesis"
931,MAR06824,"Phenylalanine, tyrosine and tryptophan biosynthesis"
932,MAR06826,"Phenylalanine, tyrosine and tryptophan biosynthesis"
933,MAR06827,"Phenylalanine, tyrosine and tryptophan biosynthesis"
934,MAR06828,"Phenylalanine, tyrosine and tryptophan biosynthesis"
935,MAR06829,"Phenylalanine, tyrosine and tryptophan biosynthesis"
936,MAR06830,"Phenylalanine, tyrosine and tryptophan biosynthesis"
937,MAR06831,"Phenylalanine, tyrosine and tryptophan biosynthesis"
938,MAR06834,"Phenylalanine, tyrosine and tryptophan biosynthesis"
939,MAR06835,"Phenylalanine, tyrosine and tryptophan biosynthesis"
940,MAR06836,"Phenylalanine, tyrosine and tryptophan biosynthesis"
941,MAR06837,"Phenylalanine, tyrosine and tryptophan biosynthesis"
942,MAR06838,"Phenylalanine, tyrosine and tryptophan biosynthesis"
943,MAR06839,"Phenylalanine, tyrosine and tryptophan biosynthesis"
944,MAR06840,"Phenylalanine, tyrosine and tryptophan biosynthesis"
945,MAR06841,"Phenylalanine, tyrosine and tryptophan biosynthesis"
946,MAR06842,"Phenylalanine, tyrosine and tryptophan biosynthesis"
947,MAR06843,"Phenylalanine, tyrosine and tryptophan biosynthesis"
948,MAR06844,"Phenylalanine, tyrosine and tryptophan biosynthesis"
949,MAR06845,"Phenylalanine, tyrosine and tryptophan biosynthesis"
950,MAR06848,"Phenylalanine, tyrosine and tryptophan biosynthesis"
951,MAR06849,"Phenylalanine, tyrosine and tryptophan biosynthesis"
952,MAR06850,"Phenylalanine, tyrosine and tryptophan biosynthesis"
953,MAR06851,"Phenylalanine, tyrosine and tryptophan biosynthesis"
954,MAR06854,"Phenylalanine, tyrosine and tryptophan biosynthesis"
955,MAR06855,"Phenylalanine, tyrosine and tryptophan biosynthesis"
956,MAR06874,"Phenylalanine, tyrosine and tryptophan biosynthesis"
957,MAR06875,"Phenylalanine, tyrosine and tryptophan biosynthesis"
958,MAR06876,"Phenylalanine, tyrosine and tryptophan biosynthesis"
959,MAR06877,"Phenylalanine, tyrosine and tryptophan biosynthesis"
960,MAR06878,"Phenylalanine, tyrosine and tryptophan biosynthesis"
961,MAR06879,"Phenylalanine, tyrosine and tryptophan biosynthesis"
962,MAR06880,"Phenylalanine, tyrosine and tryptophan biosynthesis"
963,MAR06881,"Phenylalanine, tyrosine and tryptophan biosynthesis"
964,MAR06882,"Phenylalanine, tyrosine and tryptophan biosynthesis"
965,MAR06883,"Phenylalanine, tyrosine and tryptophan biosynthesis"
966,MAR06885,"Phenylalanine, tyrosine and tryptophan biosynthesis"
967,MAR06886,"Phenylalanine, tyrosine and tryptophan biosynthesis"
968,MAR06888,"Phenylalanine, tyrosine and tryptophan biosynthesis"
969,MAR06889,"Phenylalanine, tyrosine and tryptophan biosynthesis"
970,MAR07628,"Phenylalanine, tyrosine and tryptophan biosynthesis"
971,MAR07756,"Phenylalanine, tyrosine and tryptophan biosynthesis"
972,MAR08539,"Phenylalanine, tyrosine and tryptophan biosynthesis"
973,MAR08794,"Phenylalanine, tyrosine and tryptophan biosynthesis"
974,MAR08795,"Phenylalanine, tyrosine and tryptophan biosynthesis"
975,MAR08796,"Phenylalanine, tyrosine and tryptophan biosynthesis"
976,MAR03875,Cysteine and methionine metabolism
977,MAR03877,Cysteine and methionine metabolism
978,MAR03879,Cysteine and methionine metabolism
979,MAR03881,Cysteine and methionine metabolism
980,MAR03912,Cysteine and methionine metabolism
981,MAR03917,Cysteine and methionine metabolism
982,MAR03919,Cysteine and methionine metabolism
983,MAR03920,Cysteine and methionine metabolism
984,MAR03922,Cysteine and methionine metabolism
985,MAR03928,Cysteine and methionine metabolism
986,MAR03995,Cysteine and methionine metabolism
987,MAR03996,Cysteine and methionine metabolism
988,MAR04072,Cysteine and methionine metabolism
989,MAR04189,Cysteine and methionine metabolism
990,MAR04302,Cysteine and methionine metabolism
991,MAR04323,Cysteine and methionine metabolism
992,MAR05381,Cysteine and methionine metabolism
993,MAR05385,Cysteine and methionine metabolism
994,MAR05386,Cysteine and methionine metabolism
995,MAR05387,Cysteine and methionine metabolism
996,MAR05388,Cysteine and methionine metabolism
997,MAR05389,Cysteine and methionine metabolism
998,MAR05390,Cysteine and methionine metabolism
999,MAR05391,Cysteine and methionine metabolism
1000,MAR05418,Cysteine and methionine metabolism
1001,MAR05419,Cysteine and methionine metabolism
1002,MAR06515,Cysteine and methionine metabolism
1003,MAR06518,Cysteine and methionine metabolism
1004,MAR06519,Cysteine and methionine metabolism
1005,MAR06520,Cysteine and methionine metabolism
1006,MAR06523,Cysteine and methionine metabolism
1007,MAR08062,Cysteine and methionine metabolism
1008,MAR08066,Cysteine and methionine metabolism
1009,MAR08067,Cysteine and methionine metabolism
